Average Zeroed Cap@174kHz,Average Zeroed Cap@224kHz,Average Zeroed Cap@287kHz,Average Zeroed Cap@368kHz,Average Zeroed Cap@473kHz,Average Zeroed Cap@607kHz,Average Zeroed Cap@779kHz,Average Zeroed Cap@1000kHz,Average Zeroed Cap@1284kHz,Average Zeroed Cap@1648kHz,Average Zeroed Cap@2115kHz,Group,Day,,,,,,,,,,,
1.317,0.945,0.647,0.473,0.311,0.253,0.242,0.148,0.15,0.014,-0.007,7,10,,,,,,,,,,,
1.299,0.905,0.865,0.645,0.388,0.27,0.245,0.203,0.112,0.044,0.01,7,10,,,,,,,,,,,
1.268,0.867,0.788,0.369,0.283,0.244,0.262,0.151,0.105,0.023,0.003,7,10,,,,,,,,,,,
1.084,0.959,0.95,0.609,0.215,0.296,0.229,0.176,0.105,-0.007,-0.008,7,10,,,,,,,,,,,
1.113,0.993,0.748,0.605,0.269,0.258,0.272,0.138,0.08,-0.001,0.018,7,10,,,,,,,,,,,
1.233,1.067,0.778,0.211,0.381,0.191,0.257,0.178,0.155,0.032,-0.01,7,10,,,,,,,,,,,
1.209,0.884,0.71,0.466,0.27,0.299,0.28,0.148,0.093,-0.049,-0.005,7,10,,,,,,,,,,,
1.326,0.821,0.952,0.575,0.271,0.275,0.22,0.182,0.068,0.01,-0.03,7,10,,,,,,,,,,,
1.171,1.041,0.616,0.599,0.181,0.291,0.249,0.093,0.094,-0.018,-0.033,7,10,,,,,,,,,,,
1.191,0.761,0.878,0.692,0.477,0.311,0.232,0.026,0.079,0.015,-0.072,7,10,,,,,,,,,,,
1.198,0.919,0.81,0.595,0.476,0.292,0.309,0.203,0.168,0.047,0.051,7,10,,,,,,,,,,,
1.079,0.746,0.775,0.639,0.177,0.275,0.242,0.14,0.089,0.04,-0.053,7,10,,,,,,,,,,,
1.087,1.071,0.766,0.569,0.246,0.231,0.241,0.143,0.096,-0.026,0.016,7,10,,,,,,,,,,,
1.353,0.897,0.89,0.353,0.255,0.278,0.186,0.146,0.068,-0.066,-0.042,7,10,,,,,,,,,,,
1.159,0.979,0.659,0.482,0.223,0.241,0.237,0.091,0.058,0.026,0.032,7,10,,,,,,,,,,,
1.241,0.845,0.748,0.683,0.367,0.242,0.245,0.081,0.04,-0.119,-0.008,7,10,,,,,,,,,,,
1.181,0.967,0.879,0.587,0.253,0.242,0.208,0.074,0.136,-0.048,-0.03,7,10,,,,,,,,,,,
1.232,0.956,0.949,0.681,0.226,0.2,0.249,0.097,0.073,-0.038,-0.008,7,10,,,,,,,,,,,
1.417,0.861,0.601,0.528,0.384,0.292,0.2,0.161,0.053,-0.049,-0.015,7,10,,,,,,,,,,,
1.367,0.946,0.899,0.763,0.337,0.269,0.256,0.084,0.064,-0.02,-0.026,7,10,,,,,,,,,,,
1.159,0.879,0.886,0.581,0.307,0.261,0.225,0.092,0.115,0.022,0.015,7,10,,,,,,,,,,,
1.237,1.082,0.701,0.598,0.271,0.281,0.207,0.122,0.063,-0.091,-0.023,7,10,,,,,,,,,,,
1.375,0.905,0.853,0.53,0.332,0.239,0.244,0.073,0.08,-0.04,-0.043,7,10,,,,,,,,,,,
1.579,1.375,1.018,0.666,0.717,0.551,0.585,0.463,0.379,0.349,0.295,7,10,,,,,,,,,,,
1.422,1.201,1.042,0.808,0.648,0.583,0.58,0.573,0.49,0.348,0.361,7,10,,,,,,,,,,,
1.428,1.264,0.984,0.901,0.717,0.579,0.567,0.454,0.44,0.336,0.282,7,10,,,,,,,,,,,
1.544,1.092,1.13,0.889,0.527,0.634,0.561,0.444,0.404,0.351,0.331,7,10,,,,,,,,,,,
1.415,1.128,1.101,0.801,0.505,0.557,0.54,0.441,0.396,0.365,0.331,7,10,,,,,,,,,,,
1.47,1.082,0.955,0.836,0.592,0.639,0.535,0.37,0.404,0.293,0.306,7,10,,,,,,,,,,,
1.523,1.237,1.061,0.914,0.579,0.643,0.559,0.444,0.446,0.367,0.335,7,10,,,,,,,,,,,
1.444,1.123,0.995,0.888,0.57,0.57,0.578,0.436,0.394,0.263,0.329,7,10,,,,,,,,,,,
1.45,0.992,0.919,0.811,0.521,0.59,0.51,0.466,0.289,0.243,0.266,7,10,,,,,,,,,,,
1.452,1.022,0.903,0.825,0.515,0.662,0.546,0.457,0.397,0.326,0.299,7,10,,,,,,,,,,,
1.571,1.108,0.927,0.856,0.306,0.579,0.521,0.34,0.332,0.344,0.281,7,10,,,,,,,,,,,
1.366,1.326,0.985,0.761,0.391,0.587,0.593,0.408,0.366,0.311,0.326,7,10,,,,,,,,,,,
1.254,1.132,1.097,0.771,0.533,0.61,0.57,0.407,0.417,0.294,0.259,7,10,,,,,,,,,,,
1.358,1.302,1.178,0.708,0.406,0.581,0.505,0.396,0.337,0.266,0.279,7,10,,,,,,,,,,,
1.303,1.261,0.976,0.847,0.486,0.604,0.545,0.295,0.279,0.363,0.269,7,10,,,,,,,,,,,
1.231,1.14,0.933,0.767,0.404,0.586,0.582,0.355,0.399,0.256,0.253,7,10,,,,,,,,,,,
1.545,1.212,0.942,0.83,0.655,0.531,0.563,0.387,0.37,0.275,0.256,7,10,,,,,,,,,,,
1.412,1.077,1.08,0.963,0.611,0.567,0.552,0.427,0.231,0.27,0.267,7,10,,,,,,,,,,,
1.494,0.982,0.988,0.763,0.369,0.537,0.55,0.395,0.402,0.35,0.287,7,10,,,,,,,,,,,
1.388,1.055,1.222,0.955,0.547,0.499,0.505,0.382,0.324,0.27,0.241,7,10,,,,,,,,,,,
1.373,1.18,1.021,0.786,0.523,0.544,0.548,0.331,0.291,0.304,0.212,7,10,,,,,,,,,,,
1.417,1.064,0.895,0.723,0.57,0.575,0.484,0.397,0.405,0.195,0.208,7,10,,,,,,,,,,,
1.525,0.968,0.973,0.766,0.629,0.461,0.423,0.285,0.379,0.152,0.26,7,10,,,,,,,,,,,
1.467,1.084,1.063,0.765,0.38,0.473,0.332,0.33,0.344,0.252,0.272,7,10,,,,,,,,,,,
1.296,1.271,1.008,0.931,0.578,0.345,0.476,0.33,0.387,0.275,0.276,7,10,,,,,,,,,,,
1.459,1.211,0.926,0.766,0.361,0.465,0.462,0.417,0.454,0.151,0.296,7,10,,,,,,,,,,,
1.53,0.95,0.867,0.715,0.529,0.558,0.443,0.373,0.394,0.254,0.276,7,10,,,,,,,,,,,
1.272,1.129,0.936,0.809,0.382,0.429,0.409,0.414,0.463,0.309,0.267,7,10,,,,,,,,,,,
1.292,1.045,0.919,0.813,0.451,0.527,0.31,0.365,0.344,0.241,0.237,7,10,,,,,,,,,,,
1.291,1.027,1.188,0.784,0.449,0.527,0.542,0.378,0.333,0.241,0.245,7,10,,,,,,,,,,,
1.112,1.033,1.074,0.889,0.498,0.631,0.596,0.453,0.446,0.336,0.345,8,10,,,,,,,,,,,
1.157,1.151,0.96,0.763,0.316,0.545,0.573,0.452,0.45,0.404,0.346,8,10,,,,,,,,,,,
1.384,0.915,0.973,0.94,0.51,0.592,0.605,0.442,0.448,0.31,0.343,8,10,,,,,,,,,,,
1.343,1.009,0.841,0.913,0.515,0.56,0.582,0.476,0.432,0.302,0.366,8,10,,,,,,,,,,,
1.234,0.948,0.98,0.873,0.581,0.601,0.592,0.433,0.48,0.377,0.352,8,10,,,,,,,,,,,
1.245,1.061,0.884,0.78,0.34,0.542,0.535,0.416,0.401,0.357,0.383,8,10,,,,,,,,,,,
1.238,0.966,0.99,0.869,0.726,0.509,0.509,0.387,0.42,0.33,0.342,8,10,,,,,,,,,,,
1.151,0.987,0.768,0.674,0.542,0.528,0.522,0.426,0.494,0.337,0.34,8,10,,,,,,,,,,,
1.368,0.979,0.979,0.777,0.551,0.512,0.561,0.396,0.396,0.327,0.378,8,10,,,,,,,,,,,
1.232,0.914,1.152,0.919,0.497,0.605,0.493,0.486,0.425,0.292,0.281,8,10,,,,,,,,,,,
1.21,0.894,0.942,0.842,0.614,0.51,0.517,0.475,0.447,0.345,0.328,8,10,,,,,,,,,,,
1.214,1.082,0.957,0.771,0.361,0.539,0.538,0.393,0.389,0.299,0.271,8,10,,,,,,,,,,,
1.258,1.054,1.078,0.636,0.304,0.567,0.533,0.436,0.428,0.318,0.293,8,10,,,,,,,,,,,
1.167,1.115,0.887,0.867,0.35,0.477,0.487,0.415,0.438,0.367,0.344,8,10,,,,,,,,,,,
1.297,0.875,0.816,0.639,0.501,0.531,0.495,0.381,0.463,0.229,0.284,8,10,,,,,,,,,,,
1.252,0.948,0.927,0.865,0.433,0.512,0.531,0.373,0.43,0.3,0.322,8,10,,,,,,,,,,,
1.214,0.807,0.872,0.655,0.505,0.472,0.593,0.34,0.409,0.316,0.327,8,10,,,,,,,,,,,
1.23,1.018,0.964,0.682,0.509,0.531,0.481,0.416,0.518,0.295,0.348,8,10,,,,,,,,,,,
1.31,1.027,0.983,0.709,0.658,0.479,0.463,0.391,0.443,0.239,0.287,8,10,,,,,,,,,,,
1.235,1.112,0.976,0.725,0.547,0.49,0.465,0.39,0.378,0.322,0.294,8,10,,,,,,,,,,,
1.137,0.987,0.856,0.532,0.599,0.446,0.443,0.431,0.425,0.308,0.305,8,10,,,,,,,,,,,
1.162,1.055,0.895,0.663,0.517,0.511,0.434,0.369,0.392,0.299,0.306,8,10,,,,,,,,,,,
1.308,0.913,0.934,0.668,0.434,0.415,0.52,0.367,0.33,0.235,0.293,8,10,,,,,,,,,,,
1.174,0.803,0.854,0.908,0.394,0.524,0.461,0.366,0.444,0.184,0.22,8,10,,,,,,,,,,,
1.403,0.955,0.97,0.794,0.681,0.45,0.515,0.323,0.322,0.235,0.317,8,10,,,,,,,,,,,
1.081,0.949,1.073,0.79,0.216,0.486,0.437,0.319,0.297,0.269,0.268,8,10,,,,,,,,,,,
1.167,0.929,0.998,0.724,0.538,0.45,0.457,0.341,0.454,0.317,0.316,8,10,,,,,,,,,,,
1.254,0.887,1.017,0.704,0.325,0.457,0.481,0.369,0.392,0.204,0.231,8,10,,,,,,,,,,,
1.215,0.917,1.082,0.577,0.394,0.518,0.503,0.329,0.38,0.245,0.181,8,10,,,,,,,,,,,
1.392,0.976,0.979,0.687,0.342,0.517,0.423,0.348,0.355,0.275,0.286,8,10,,,,,,,,,,,
1.608,0.909,1.112,0.842,0.583,0.565,0.668,0.518,0.552,0.37,0.354,8,10,,,,,,,,,,,
1.43,1.232,1.115,0.733,0.648,0.668,0.614,0.509,0.55,0.398,0.339,8,10,,,,,,,,,,,
1.409,1.143,0.983,0.872,0.523,0.64,0.582,0.529,0.53,0.422,0.422,8,10,,,,,,,,,,,
1.378,1.029,1.014,0.878,0.52,0.611,0.611,0.498,0.467,0.383,0.366,8,10,,,,,,,,,,,
1.387,1.032,0.991,1.003,0.584,0.64,0.56,0.497,0.461,0.452,0.494,8,10,,,,,,,,,,,
1.568,1.081,1.173,0.952,0.456,0.619,0.599,0.528,0.439,0.354,0.421,8,10,,,,,,,,,,,
1.483,1.311,1.09,0.947,0.542,0.603,0.628,0.47,0.497,0.42,0.394,8,10,,,,,,,,,,,
1.511,1.277,1.043,0.84,0.562,0.584,0.625,0.552,0.432,0.504,0.37,8,10,,,,,,,,,,,
1.436,1.271,1.067,1.01,0.537,0.645,0.635,0.474,0.472,0.423,0.375,8,10,,,,,,,,,,,
1.657,1.217,1.027,0.935,0.568,0.636,0.605,0.479,0.488,0.359,0.39,8,10,,,,,,,,,,,
1.545,1.059,0.883,0.805,0.33,0.665,0.604,0.553,0.486,0.394,0.439,8,10,,,,,,,,,,,
1.469,1.35,1.141,1.01,0.54,0.658,0.638,0.453,0.504,0.38,0.346,8,10,,,,,,,,,,,
1.446,1.179,1.168,1.023,0.52,0.669,0.566,0.445,0.487,0.416,0.408,8,10,,,,,,,,,,,
1.491,1.143,1.038,0.661,0.435,0.654,0.601,0.507,0.46,0.354,0.379,8,10,,,,,,,,,,,
1.533,1.123,1.089,0.761,0.58,0.679,0.687,0.509,0.469,0.318,0.392,8,10,,,,,,,,,,,
1.653,1.167,1.028,1.004,0.456,0.677,0.689,0.55,0.443,0.395,0.365,8,10,,,,,,,,,,,
1.505,1.143,1.203,0.861,0.642,0.678,0.602,0.527,0.529,0.447,0.387,8,10,,,,,,,,,,,
1.551,1.115,1.227,0.928,0.706,0.701,0.609,0.484,0.465,0.466,0.412,8,10,,,,,,,,,,,
1.437,1.234,1.111,0.756,0.647,0.631,0.619,0.479,0.438,0.397,0.327,8,10,,,,,,,,,,,
1.585,1.02,1.052,0.637,0.503,0.625,0.587,0.471,0.476,0.392,0.362,8,10,,,,,,,,,,,
1.314,1.178,1.064,0.803,0.716,0.613,0.598,0.49,0.463,0.41,0.378,8,10,,,,,,,,,,,
1.392,1.258,1.09,0.706,0.644,0.635,0.569,0.48,0.534,0.349,0.421,8,10,,,,,,,,,,,
1.285,1.216,1.034,0.881,0.642,0.645,0.605,0.447,0.425,0.389,0.364,8,10,,,,,,,,,,,
1.512,1.294,0.97,1.011,0.626,0.591,0.577,0.454,0.477,0.404,0.397,8,10,,,,,,,,,,,
1.43,0.99,1.085,0.78,0.623,0.735,0.564,0.517,0.466,0.375,0.377,8,10,,,,,,,,,,,
1.442,1.293,1.23,0.934,0.707,0.638,0.635,0.442,0.527,0.377,0.392,8,10,,,,,,,,,,,
1.371,1.117,1.145,0.87,0.629,0.6,0.626,0.494,0.491,0.396,0.328,8,10,,,,,,,,,,,
1.366,1.092,1.113,0.932,0.636,0.611,0.587,0.447,0.469,0.45,0.356,8,10,,,,,,,,,,,
1.418,1.191,1.15,0.808,0.677,0.594,0.609,0.501,0.45,0.342,0.333,8,10,,,,,,,,,,,
1.318,1.207,1.065,0.901,0.605,0.587,0.573,0.482,0.454,0.348,0.388,8,10,,,,,,,,,,,
1.035,0.793,0.663,0.719,0.367,0.485,0.43,0.466,0.323,0.293,0.279,1,13,,,,,,,,,,,
1.188,0.693,0.782,0.672,0.415,0.506,0.44,0.36,0.322,0.317,0.274,1,13,,,,,,,,,,,
1.216,0.668,0.66,0.801,0.495,0.474,0.417,0.397,0.311,0.26,0.268,1,13,,,,,,,,,,,
1.012,0.774,0.675,0.753,0.519,0.513,0.383,0.398,0.26,0.304,0.252,1,13,,,,,,,,,,,
0.929,0.821,0.803,0.61,0.66,0.478,0.402,0.376,0.277,0.294,0.201,1,13,,,,,,,,,,,
1.211,0.708,0.781,0.891,0.57,0.435,0.375,0.365,0.239,0.29,0.237,1,13,,,,,,,,,,,
1.281,0.836,0.761,0.658,0.271,0.414,0.391,0.423,0.166,0.227,0.243,1,13,,,,,,,,,,,
1.268,0.888,0.867,0.581,0.542,0.445,0.367,0.33,0.272,0.248,0.203,1,13,,,,,,,,,,,
1.189,0.752,0.526,0.813,0.365,0.498,0.386,0.373,0.242,0.234,0.247,1,13,,,,,,,,,,,
1.214,0.744,0.816,0.623,0.58,0.434,0.422,0.32,0.241,0.228,0.253,1,13,,,,,,,,,,,
1.131,0.726,0.744,0.698,0.385,0.459,0.353,0.296,0.29,0.215,0.217,1,13,,,,,,,,,,,
1.165,0.811,0.848,0.631,0.486,0.506,0.386,0.309,0.22,0.225,0.223,1,13,,,,,,,,,,,
1.187,0.581,0.873,0.841,0.372,0.464,0.413,0.291,0.232,0.15,0.226,1,13,,,,,,,,,,,
1.271,0.832,0.763,0.721,0.276,0.449,0.337,0.309,0.242,0.194,0.277,1,13,,,,,,,,,,,
1.233,0.801,0.895,0.723,0.426,0.407,0.402,0.275,0.242,0.187,0.206,1,13,,,,,,,,,,,
1.239,0.74,0.675,0.638,0.353,0.436,0.382,0.35,0.219,0.206,0.162,1,13,,,,,,,,,,,
1.182,0.86,0.765,0.675,0.393,0.421,0.391,0.278,0.228,0.2,0.169,1,13,,,,,,,,,,,
1.412,0.818,0.872,0.694,0.394,0.418,0.356,0.326,0.25,0.255,0.181,1,13,,,,,,,,,,,
1.198,0.628,0.865,0.684,0.328,0.369,0.396,0.309,0.226,0.169,0.155,1,13,,,,,,,,,,,
1.393,0.687,0.596,0.731,0.455,0.321,0.398,0.296,0.182,0.211,0.2,1,13,,,,,,,,,,,
1.283,0.801,0.812,0.889,0.489,0.453,0.447,0.44,0.319,0.328,0.336,1,13,,,,,,,,,,,
1.203,0.915,0.925,0.831,0.509,0.522,0.473,0.323,0.357,0.243,0.263,1,13,,,,,,,,,,,
1.253,0.999,0.811,0.802,0.472,0.551,0.466,0.437,0.361,0.333,0.295,1,13,,,,,,,,,,,
1.334,0.789,0.933,0.788,0.462,0.533,0.448,0.44,0.314,0.335,0.321,1,13,,,,,,,,,,,
1.159,0.919,0.886,0.878,0.549,0.551,0.436,0.418,0.295,0.313,0.279,1,13,,,,,,,,,,,
1.345,0.818,1.017,0.823,0.435,0.512,0.441,0.413,0.262,0.291,0.341,1,13,,,,,,,,,,,
1.387,0.775,0.848,0.662,0.539,0.506,0.496,0.452,0.305,0.317,0.324,1,13,,,,,,,,,,,
1.19,0.871,0.986,0.767,0.42,0.492,0.434,0.465,0.308,0.362,0.329,1,13,,,,,,,,,,,
1.228,0.766,0.811,0.633,0.469,0.384,0.503,0.415,0.278,0.279,0.308,1,13,,,,,,,,,,,
1.216,0.881,0.976,0.83,0.614,0.549,0.478,0.35,0.348,0.324,0.308,1,13,,,,,,,,,,,
1.247,0.88,0.917,0.578,0.53,0.408,0.455,0.34,0.289,0.263,0.309,1,13,,,,,,,,,,,
1.411,0.959,0.964,0.823,0.475,0.436,0.461,0.422,0.345,0.284,0.333,1,13,,,,,,,,,,,
1.374,0.699,0.997,0.741,0.367,0.439,0.476,0.428,0.259,0.319,0.297,1,13,,,,,,,,,,,
1.093,0.844,0.748,0.576,0.413,0.452,0.463,0.355,0.2,0.29,0.345,1,13,,,,,,,,,,,
1.289,0.804,0.768,0.857,0.456,0.377,0.431,0.382,0.307,0.305,0.276,1,13,,,,,,,,,,,
1.183,0.834,0.915,0.781,0.365,0.521,0.442,0.339,0.266,0.341,0.273,1,13,,,,,,,,,,,
1.242,0.863,0.902,0.933,0.547,0.406,0.479,0.326,0.275,0.295,0.237,1,13,,,,,,,,,,,
1.326,0.93,0.708,0.684,0.316,0.611,0.46,0.345,0.294,0.286,0.253,1,13,,,,,,,,,,,
1.373,0.7,0.816,0.683,0.36,0.501,0.365,0.331,0.24,0.317,0.273,1,13,,,,,,,,,,,
1.18,0.879,0.785,0.758,0.409,0.539,0.445,0.354,0.235,0.262,0.37,1,13,,,,,,,,,,,
1.389,0.9,0.846,0.812,0.499,0.51,0.593,0.543,0.449,0.426,0.438,1,13,,,,,,,,,,,
1.184,0.865,1.013,0.956,0.733,0.606,0.618,0.572,0.446,0.447,0.455,1,13,,,,,,,,,,,
1.184,0.944,0.839,0.909,0.512,0.608,0.603,0.627,0.449,0.416,0.513,1,13,,,,,,,,,,,
1.216,0.982,0.873,0.874,0.653,0.524,0.561,0.553,0.457,0.508,0.508,1,13,,,,,,,,,,,
1.457,0.991,0.978,0.766,0.479,0.62,0.577,0.53,0.392,0.393,0.428,1,13,,,,,,,,,,,
1.188,1.03,1.13,0.826,0.457,0.602,0.69,0.524,0.427,0.463,0.379,1,13,,,,,,,,,,,
1.263,0.94,0.893,0.772,0.512,0.565,0.567,0.47,0.429,0.444,0.317,1,13,,,,,,,,,,,
1.383,0.845,0.968,0.727,0.318,0.503,0.567,0.431,0.396,0.437,0.37,1,13,,,,,,,,,,,
1.409,0.81,0.805,0.8,0.512,0.533,0.51,0.499,0.366,0.377,0.35,1,13,,,,,,,,,,,
1.309,0.897,0.899,0.854,0.53,0.615,0.443,0.407,0.453,0.346,0.354,1,13,,,,,,,,,,,
1.305,0.773,0.902,0.832,0.46,0.691,0.518,0.46,0.431,0.396,0.356,1,13,,,,,,,,,,,
1.485,0.959,1.029,0.955,0.66,0.558,0.533,0.407,0.425,0.406,0.393,1,13,,,,,,,,,,,
1.211,0.969,0.965,0.865,0.508,0.552,0.516,0.458,0.352,0.444,0.386,1,13,,,,,,,,,,,
1.336,0.942,0.82,0.78,0.653,0.498,0.541,0.505,0.405,0.403,0.344,1,13,,,,,,,,,,,
1.308,0.9,0.848,0.71,0.438,0.563,0.517,0.401,0.4,0.388,0.382,1,13,,,,,,,,,,,
1.315,0.937,1.083,0.682,0.459,0.558,0.521,0.489,0.349,0.385,0.368,1,13,,,,,,,,,,,
1.432,0.844,0.866,0.66,0.315,0.531,0.444,0.405,0.355,0.345,0.322,1,13,,,,,,,,,,,
1.268,1.045,1.059,0.788,0.414,0.484,0.545,0.458,0.335,0.385,0.27,1,13,,,,,,,,,,,
1.321,0.965,0.891,0.638,0.281,0.525,0.46,0.447,0.335,0.329,0.296,1,13,,,,,,,,,,,
1.238,0.939,0.905,0.909,0.671,0.493,0.53,0.427,0.357,0.346,0.325,1,13,,,,,,,,,,,
1.614,1.12,1.166,1.073,0.622,0.674,0.613,0.51,0.387,0.365,0.399,2,13,,,,,,,,,,,
1.794,1.25,1.181,1.004,0.496,0.656,0.63,0.546,0.457,0.43,0.382,2,13,,,,,,,,,,,
1.915,1.272,1.174,0.959,0.614,0.675,0.65,0.502,0.446,0.377,0.285,2,13,,,,,,,,,,,
1.79,1.294,0.982,0.958,0.568,0.681,0.595,0.494,0.343,0.307,0.34,2,13,,,,,,,,,,,
1.706,1.199,1.236,0.755,0.849,0.637,0.566,0.501,0.437,0.374,0.359,2,13,,,,,,,,,,,
1.721,1.107,1.226,1.06,0.744,0.672,0.581,0.467,0.364,0.368,0.333,2,13,,,,,,,,,,,
1.666,1.145,1.081,0.917,0.587,0.722,0.605,0.483,0.392,0.372,0.326,2,13,,,,,,,,,,,
1.739,1.093,1.031,0.924,0.526,0.625,0.564,0.503,0.404,0.377,0.343,2,13,,,,,,,,,,,
1.592,1.075,0.857,1.028,0.688,0.618,0.576,0.53,0.403,0.408,0.403,2,13,,,,,,,,,,,
1.727,1.27,1.313,1.013,0.63,0.529,0.548,0.514,0.397,0.373,0.29,2,13,,,,,,,,,,,
1.737,0.932,1.196,0.938,0.69,0.651,0.585,0.42,0.385,0.35,0.396,2,13,,,,,,,,,,,
1.679,1.107,0.98,0.968,0.591,0.552,0.569,0.393,0.291,0.226,0.311,2,13,,,,,,,,,,,
1.903,0.935,1.127,0.827,0.441,0.594,0.523,0.414,0.359,0.301,0.246,2,13,,,,,,,,,,,
1.662,1.178,1.272,0.974,0.558,0.569,0.549,0.423,0.304,0.296,0.258,2,13,,,,,,,,,,,
1.71,1.136,1.182,0.919,0.388,0.551,0.526,0.461,0.288,0.252,0.331,2,13,,,,,,,,,,,
1.664,1.169,1.306,0.867,0.553,0.591,0.515,0.449,0.306,0.314,0.265,2,13,,,,,,,,,,,
1.547,1.07,1.087,0.84,0.513,0.581,0.455,0.344,0.296,0.289,0.215,2,13,,,,,,,,,,,
1.713,1.043,1.212,0.853,0.631,0.543,0.405,0.386,0.247,0.21,0.198,2,13,,,,,,,,,,,
1.613,1.094,1.104,0.818,0.434,0.512,0.483,0.366,0.19,0.271,0.197,2,13,,,,,,,,,,,
1.526,1.037,1.044,0.867,0.617,0.608,0.502,0.339,0.225,0.285,0.233,2,13,,,,,,,,,,,
1.154,1.045,1.2,0.992,0.763,0.774,0.779,0.679,0.588,0.678,0.62,2,13,,,,,,,,,,,
1.54,1.205,1.127,1.171,0.788,0.812,0.8,0.722,0.707,0.66,0.652,2,13,,,,,,,,,,,
1.52,1.163,1.31,1.249,0.843,0.866,0.779,0.729,0.646,0.651,0.662,2,13,,,,,,,,,,,
1.703,1.212,1.258,1.076,0.737,0.845,0.835,0.814,0.596,0.716,0.642,2,13,,,,,,,,,,,
1.537,1.169,1.18,1.045,0.856,0.855,0.747,0.739,0.592,0.632,0.603,2,13,,,,,,,,,,,
1.667,1.074,1.062,1.153,0.675,0.847,0.792,0.76,0.675,0.656,0.634,2,13,,,,,,,,,,,
1.617,1.142,1.108,1.082,0.688,0.932,0.837,0.742,0.622,0.617,0.591,2,13,,,,,,,,,,,
1.544,1.199,1.204,0.978,0.668,0.847,0.806,0.713,0.659,0.655,0.592,2,13,,,,,,,,,,,
1.654,1.018,1.054,1.153,0.634,0.806,0.773,0.737,0.611,0.598,0.642,2,13,,,,,,,,,,,
1.76,1.044,1.198,1.154,0.635,0.816,0.758,0.733,0.577,0.598,0.607,2,13,,,,,,,,,,,
1.575,1.083,1.207,1.123,0.986,0.75,0.748,0.678,0.536,0.608,0.565,2,13,,,,,,,,,,,
1.483,1.354,1.197,1.212,0.946,0.822,0.76,0.782,0.598,0.57,0.626,2,13,,,,,,,,,,,
1.672,0.984,1.28,1.065,0.706,0.802,0.749,0.738,0.6,0.593,0.602,2,13,,,,,,,,,,,
1.571,0.977,1.243,0.919,0.88,0.742,0.798,0.689,0.581,0.589,0.666,2,13,,,,,,,,,,,
1.642,1.055,1.248,1.131,0.752,0.861,0.746,0.724,0.604,0.569,0.591,2,13,,,,,,,,,,,
1.675,1.156,1.154,1.076,0.62,0.781,0.771,0.673,0.621,0.575,0.646,2,13,,,,,,,,,,,
1.632,1.122,1.297,1.025,0.717,0.825,0.716,0.677,0.55,0.606,0.626,2,13,,,,,,,,,,,
1.565,1.19,1.274,1.086,0.685,0.787,0.67,0.685,0.619,0.557,0.579,2,13,,,,,,,,,,,
1.523,1.265,1.219,1.114,0.594,0.829,0.701,0.728,0.592,0.554,0.548,2,13,,,,,,,,,,,
1.686,1.228,1.106,1.087,0.723,0.767,0.692,0.719,0.558,0.585,0.546,2,13,,,,,,,,,,,
1.536,1.164,1.313,1.145,0.531,0.655,0.661,0.615,0.47,0.521,0.48,2,13,,,,,,,,,,,
1.545,1.129,1.267,1.016,0.653,0.68,0.622,0.568,0.505,0.516,0.47,2,13,,,,,,,,,,,
1.593,1.226,1.044,1.023,0.695,0.771,0.684,0.592,0.462,0.436,0.425,2,13,,,,,,,,,,,
1.374,1.284,0.961,0.938,0.694,0.657,0.619,0.539,0.416,0.47,0.439,2,13,,,,,,,,,,,
1.69,1.094,1.235,1.038,0.681,0.636,0.496,0.505,0.43,0.474,0.448,2,13,,,,,,,,,,,
1.534,1.209,1.285,0.949,0.755,0.676,0.678,0.505,0.447,0.41,0.486,2,13,,,,,,,,,,,
1.367,1.248,1.145,1.189,0.698,0.677,0.546,0.509,0.411,0.435,0.398,2,13,,,,,,,,,,,
1.613,1.07,1.212,1.077,0.709,0.691,0.523,0.529,0.427,0.436,0.402,2,13,,,,,,,,,,,
1.444,1.337,1.133,1.058,0.726,0.684,0.596,0.565,0.449,0.4,0.499,2,13,,,,,,,,,,,
1.558,1.235,1.207,1.009,0.536,0.663,0.613,0.523,0.398,0.429,0.417,2,13,,,,,,,,,,,
1.728,1.167,1.154,1.013,0.646,0.674,0.553,0.512,0.444,0.396,0.413,2,13,,,,,,,,,,,
1.671,1.118,1.153,0.925,0.571,0.716,0.618,0.501,0.403,0.47,0.431,2,13,,,,,,,,,,,
1.516,1.164,1.146,0.851,0.517,0.636,0.609,0.618,0.438,0.416,0.446,2,13,,,,,,,,,,,
1.577,1.227,1.302,0.918,0.732,0.655,0.596,0.521,0.466,0.485,0.45,2,13,,,,,,,,,,,
1.576,1.219,1.234,0.905,0.625,0.666,0.527,0.536,0.398,0.44,0.416,2,13,,,,,,,,,,,
1.63,1.072,1.061,1.079,0.526,0.674,0.626,0.505,0.441,0.466,0.402,2,13,,,,,,,,,,,
1.545,1.135,1.048,0.987,0.605,0.656,0.684,0.546,0.42,0.423,0.413,2,13,,,,,,,,,,,
1.677,1.277,1.132,1.106,0.649,0.597,0.658,0.503,0.435,0.37,0.434,2,13,,,,,,,,,,,
1.45,1.113,1.271,0.911,0.574,0.668,0.65,0.608,0.411,0.376,0.367,2,13,,,,,,,,,,,
1.657,0.987,1.243,0.992,0.599,0.671,0.685,0.513,0.418,0.431,0.429,2,13,,,,,,,,,,,
